username	name	status	ya/tidak
ciputraseraya	Mal Ciputra Seraya	@pizzahut.indonesia - Ayo ke Pizza Hut! Nikmati pizza BARU Frankfurter Jalapeno dan dapatkan diskon 30% untuk... https://t.co/D99uQXnrYB	ya
denyjackrose	Deny Jackrose	Diskon 90% untuk Semua Produk di https://t.co/VjrW8xvdUK ambil kupon disini https://t.co/uYRRKfNjRm #SingleBecause	ya
CheCoCafeResto	Checo cafe-resto	HARI INI!! kamu dapet DISKON 25% secara cuma-cuma? Legendary Brunch Happy Hour!! Caranya gampangâ€¦ https://t.co/pMMiikx4s4	ya
RBajoe_chacha	Roemahbajoechacha	Gebyar Diskon Besar - Besaran dari RBCC nich bunda.... Pemesanan silahkan inbox send foto+ alamat lengkap + NO... https://t.co/vaYafK2zRF	ya
kulinaID	Kulina	November Hujan Diskon di Kulina | Diskon Rp 75rb untuk semua menu. https://t.co/XRJllAPmuE	ya
mirenium	Reni Minarti	Meriahkan FBO 2016 dan Dapatkan Kupon Diskon Seru! https://t.co/W8apb2kBM7 via @PricezaIndo	ya
POT_Indo	PhotographerOTrainin	"Biaya Pendaftaran; Umum 500rb, Pelajar 450rb. 20 Pendaftar pertama diskon 50rb, dgn menunjukkan twit ini."	ya
JelajahPulauID	Island Hopper	*Kids Cooking Class for Charity* tinggal enam hari lagi! Ada *diskon* pendaftaran sebesar 25% khusus bagi 4 pendaftâ€¦ https://t.co/6XYy2x4TEe	ya
ComPhibi	Berita Terkini	[REVIEW] Tenant Lippo Mall Puri Diskon HinggaÂ 70% https://t.co/g7OIINwE7h	ya
WTCMATAHARI	WTC MATAHARI SERPONG	Selamat harii senin! Dapatkan diskon 50% OFF untuk pembelian sepatu di Milano Buccheri Mall WTC Matahari Serpongâ€¦ https://t.co/jchDNDGySM	ya
KSRNDAY	Meitha	@CEYEDAY diskon cari nya yang 100%	tidak
kickchickcloth	KICKCHICK CLOTH	"Ls Polo Stockholm Available size : M,XL,XXL Diskon 30%!!! Order sekarang..stock terbatas ðŸ‘ŠðŸ‘Š https://t.co/yKbB8Zomtr"	ya
rumahkosmetiknt	RUMAH KOSMETIK	"Dapatkan promo hanya 2 jam, lixiao diskon 10% https://t.co/ZHhTLvrGBy"	ya
ORORI	ORORI	Dapatkan diskon besar untuk koleksi perhiasan berlian terbaru di ORORI! Klik di https://t.co/qfFZta5UmX untuk dapatâ€¦ https://t.co/HarFTHVjSo	ya
kotadotcom	Kota Dot Com	https://t.co/rCShXjol2t CIMB NIAGA MONDAY SHOPPING! Diskon hingga 15% dengan Kartu Kredit CIMB NIAGA -â€¦ https://t.co/8IcHd9mWqo	ya
pegi_pegi	pegipegi	"Traveler Asoka Remadja bagi-bagi diskon hotel, tiket pesawat & kereta api total ratusan ribu rupiah! Cek infonya diâ€¦ https://t.co/CmQ8o1DSs7"	ya
katalogpromosi	katalogpromosi	https://t.co/qxNJxEG2Z1 Promo TERBAIK UNTUK KELUARGA! Diskon Spesial hingga 70% https://t.co/d6SNYrYmPE https://t.co/MecQCcgFMU	ya
IndonesiaFlight	Indonesia Flight	Diskon tiket kereta api 20 ribu hingga akhir bulan ini dengan aplikasi Tiket Kereta Api https://t.co/NxPj1HBdEGâ€¦ https://t.co/M3PUmLsYC9	ya
cbn_indonesia	CBN Indonesia	"Share Your Joy! Gizmo hdr dg paket2 merchandise spesial Natal. Ada diskon juga.Yuk, sgr klikâ€¦ https://t.co/Rv2RMG72Xu"	ya
AEONCreditID	AEON Credit Service	#AEONPeople Makan di DoAn PIK Yuk! Nikmati Disc 10% dg Kartu Kredit AEON (S&K) Info https://t.co/M9RRoBgp2Wâ€¦ https://t.co/2AHsMmjOpf	ya
blanjacom	blanja.com	"CUMA HARI INI, khusus pemegang CC BCA bisa dapat DISKON hingga 85% & VOUCHER DISKON hingga 50%! Klik >>â€¦ https://t.co/qIVbwkDJuN"	ya
rissaica2	rissaica	@optikmelawai diskon newlook hanya berlaku utk online aja yaa? kalo plus ongkir jd sama aja sama beli di store dong hihi. promo store apa?	tidak
gramediabooks	Gramedia Store	RT @Penerbit_BIP: Dapatkan ketiga buku ini hanya di Gramedia! Diskon 20% loh! https://t.co/ObTwvvZhz6	ya
APA_01	Atika Putri Adenia	Jangan lupa ambil kartu kagama! Lumayan kalo mo nikah di gsp dapet diskon	tidak
buku_rasa	Billionaire Store	Besok hari terakhir Pre Order Komik Jago Jualan | info Pin D30A1D62 Wa 083835911202 #diskon 50% https://t.co/uBZZtx4zgF	ya
portalSURYA	Harian SURYA	DISKON 10 % Ayo buruan ke Batu #AsyikNaikKeretaApi #AmanNyamanNaikKA #KAIDaop8 #PTKAIDaop8 #Surabaya #Batu https://t.co/m4vmypPMrc	ya
UANGKUID	UANGKU	"RT @noneby: Murah dan mudahnya belanja pakai @UANGKUID !! Diskon super kece dan yg pasti, ga ditodong ""kembaliannya mau disumbangin?"" Samaâ€¦"	ya
HaloCileungsi	Cileungsi	Inspiratif ! Penjual Sayur Kasih Diskon Rp 500 Bagi Pembeli yang Membawa Ini https://t.co/mMzAYTre7p https://t.co/A5Pbcc5kdi	ya
dprissia	dprissia	"Yuk diorder hijab,baju muslim pria & murah berkualitas, beli 3 diskon 5rb/pcs, order BBM 7EA3F8C4/ sms 082125338855 :)"	ya
meitrisaw	Meitrisa Wlndr	. RANSEL - Rp 75.000 Uk. 30x24cm . min. beli 3pcs bisa mix (HANYA TAS) diskon Rpâ€¦ https://t.co/I7twW2C9bh	ya
jogjabay	Jogja Bay Waterpark	"Ahooy Pirates, Dengan menggunakan member Larissa, kamu mendapatkan diskon 20% untuk berpetualangâ€¦ https://t.co/dS9N3MVHW3"	ya
kupontripcom	Kupon Trip	Diskon Hotel Internasional Traveloka 63% Malaysia Singapura ThailandÂ dll https://t.co/gkOn58bRNs https://t.co/1zGsMdzxDA	ya
pasaraya_id	PASARAYA BLOK M	Diskon hingga 70% untuk produk sepatu pria dari Marco Cuomo. Promo berlaku hingga akhir bulan ini. #IndonesiaPunya	ya
K_MINAAA99	"âœ¨MINA, KANG å…¨ âœ¨"	@seulgipt cariin aku juga :( kalo bisa yg diskon	tidak
gunkz___	Agung Prabowo â™«	"Bangcaaat di loby emporium ada diskon hush puppies, blm gajian pula"	tidak
GreatBatam	Batam Great	RT @AParayudha: One bite is not enough for you.....mini tiramisu served at Barbekyu Pojok Kuliner #indonesiabanget #diskon #hotel https://tâ€¦	tidak
bareno_motor	Motor Honda	#Honda HOT PROMO!! Diskon Spesial Motor Honda Menyambut HUT Bareno Motor https://t.co/fDmnD8Kbkn	ya
gilang_ibnu4	Gilangibnu	"RT @feraika_: Untuk para Guru & Dosen dimanapun Anda berada, serviskan motor Anda di Bengkel Resmi Honda(AHASS) & dapatkan diskon jasa servâ€¦"	ya
ardiyansyah1407	facoel gates â­	"RT @dewahoya: Tiket coldplay uda sold semua, tinggal diskon ramayana yang abis-abis."	tidak
ichabduul	Annisa A. ðŸ°	Keluarga pegawai maskapai suka ada diskon ga sih kalo beli tiket?	tidak
selvijn_ellias	Jeffrey Rawis	Wuauw !!! Ada diskon produk kesehatan hingga 20 persen di MatahariMall --- https://t.co/8VPI61Dpd3	ya
GilaPromoDotCom	GilaPromo	#onlineonly #diskon Air Asia Promo Festival Jalan-Jalan - Terbang Mulai Rp. 389.000 https://t.co/UxFrdQAjso	ya
17sda	Bokingan bsa dadakan	"Siang2 enak kali ia :) huuhf jd sange haha yu maz BO aq, diskon de mumpung lg sange haha https://t.co/Ktl80931BZ"	tidak
dewahoya	Dewa	"Tiket coldplay uda sold semua, tinggal diskon ramayana yang abis-abis."	tidak
missoci	Nona Septiana	RT @brilionet: Salut untuk pedagang sayur ini. Ia memberikan contoh akan cinta lingkugan kepada para pembelinya. https://t.co/tsQZKGTtwe	tidak
aksesorisbalap	aksesorisbalap.com	Tertarik untuk bikin wearpack desain suka-suka? invite 28A72AA1 sekarang & dapatkan diskon khusus untuk follower twitter @aksesorisbalap :)	tidak
kupontripcom	Kupon Trip	Diskon Hotel Domestik Traveloka HinggaÂ 72% https://t.co/JkkQVfAa9S https://t.co/wbM8zZxIrf	ya
artikelmajalah	artikelmajalah	Mitsubishi Fuso targetkan 1 Juta Colt Diesel dengan diskon â€˜urakanâ€™! https://t.co/8DiaFW1KhP https://t.co/gjyxmeFHYA	tidak
pienappy	PieNappy	penghabisan piyama yuk borong mom ^^ diskon 10% all https://t.co/R2qWIsx7Ah	ya
wkfitnesscenter	azis wk fitness	Kabar gembira.... Dapatkan diskon 20% bagi pemegang kartu Mr DEALS. https://t.co/OgAH8Pgxb2	ya
ABtaher	Agrevinna Beatrice	"@hildachoir hooh. Kokas kaya pasar malahaaaannn... Apalah gue, beli Nevada aja nunggu diskon ðŸ˜‚"	tidak
misteraladinID	Mister Aladin	"Dapetin DISKON s.d 30% buat SEMUA hotel di tgl 22, 24 & 26 Nov setiap jam 3-4 sore WIB! CEK https://t.co/g2FM2VbxB5â€¦ https://t.co/vTJJc3zm2j"	ya
J0k0w1_Ah0k	Pangeran Ubur-ubur	@Chilli_Pari Klu pendukung fanatik @jokowi beli Terang bulannya dpt diskon ngk.? hahahaha	ya
darwan90904371	wandi	RT @gadgetunik: DISKON 50% Kunci Pas Serbaguna. Cukup Satu Kunci Pas/Inggris utk berbagai Ukuran Info: https://t.co/VnVdLwhC8z https://t.coâ€¦	ya
tokoedukasi	TokoEdukasi[dot]com	"#FBO2016 4 hari lagi akan dimulai, siap2 borong yuk, catat tanggalnya ya 25 Nov-3 Des, cek info lengkapnyaâ€¦ https://t.co/lL1s5xe34f"	tidak
NarutoFamily2	Naruto Family	#Teknologi Mitsubishi Fuso targetkan 1 Juta Colt Diesel dengan diskon 'urakan'! https://t.co/HBvg9c8Fjl #Assadiqulhaq	tidak
katalogpromosi	katalogpromosi	https://t.co/K6TOBDeHuv Promo LAUNCHING MDS STORE! Dapatkan Diskon hingga Rp. 200.000â€¦ https://t.co/UIzwu2ftdK	ya
exowhite	kai	tanya tanya aja lagi diskon di https://t.co/R43cakPV4o	tidak
Giladiskon	Giladiskon Indonesia	"Laptop & Komputer Gebyar Promo DISKON Hingga 50%, Info--> https://t.co/mdcQ1IDRD7"	ya
kartudanamon	Kartu Danamon	Diskon 15% dgn @kartudanamon di Onje Villa Ubud s/d 30-Apr-17 info 1 500 090.SKB	ya
midorirest	Midori Restaurant	Diskon hingga 30% dgn menukarkan Fiestapoin Mandiri min transaksi 100rb di seluruh cbg Midori s/d 31 Desember '16 https://t.co/zElzZKKmFJ	ya
RailinkARS	Kabandara	Beli tiket @SriwijayaAir melalui website https://t.co/963eKSOfpN diskon 50% utk pembeli tiket #KABandara Railink. https://t.co/tXvxfQOmwi	ya
tiket	Tiket.com	Semua rute bebas kapan saja! Dapatkan diskon kereta api Rp. 20.000 via https://t.co/gwDUiXarSK #TiketPromo https://t.co/yAcSnTTOCb	ya
yes24indonesia	YES24 Indonesia	Mau dapatkan diskon untuk novel my Naughty Boy dan bertandatangan penulisnya? Klik sekarang jugaâ€¦ https://t.co/ZlHF12D8Su	ya
DINOMARKET	DINOMARKET.com	Lebih menawan dan elegan dgn New Samsung Galaxy J7 Prime - J5 Prime Diskon Hingga 300 Ribu. Klikâ€¦ https://t.co/Sf5zdz3hiO	ya
thewinstshop	thewinstshop	DISKON MENJELANG AKHIR TAHUN ðŸ™‹ðŸŽŠ ðŸ’ƒ DISKON 10% ðŸ’ƒ ðŸ’ƒ DISKON 10% ðŸ’ƒ ðŸ’ƒ DISKON 10% ðŸ’ƒ NO MINIMALâ€¦ https://t.co/uNYxMMl9tA	ya
avtechindonesia	AVTECH	"Yuk order Daypack New Arrival Avtech. Masih ada diskon dan Free Ongkirnya looh.. Kapasitas 15L, cukup dan pas... https://t.co/w7dE6sNthz"	ya
kupontripcom	Kupon Trip	Kode Promo Hotel Traveloka Diskon RpÂ 250.000 https://t.co/mquNmf7SkL https://t.co/2vnv6FInAI	ya
SnaptwitID	Andre Moreno	@shitlicious matahari lagi diskon soalnya ðŸ˜Š	tidak
katalogpromosi	katalogpromosi	"HARI INI! https://t.co/6TZCaLD6ic MONDAY MOM'S DAY, Diskon hingga 70% untuk Kebutuhan Ibu dan si Kecilâ€¦ https://t.co/lAUT1spQy7"	ya
_putiput_	Dien Anugrah Putri	Aku berlindung kepada Allah dari promo skincare Korea dan diskon makeup yang terkutuk. Aamiin.	tidak
kalaweit991FM	Kalaweit Radio	Gunakan Honda Club Card untuk pengguna motor Honda dapatkan diskon di merchant bertanda Kartu Honda dan daftar langsung ke HONDA Trio Motor	ya
intanamida	Intanamida	SALE AKHIR TAHUN START TODAY ! DISKON GILA GILAAN . 15% - 50% . 10%â€¦ https://t.co/NHYsEibQIj	ya
smartfm_plb	Smartfm Palembang	"via 00000 ( ) - Diskon 50 Persen Paket Servis, di Hari Guru Nasional https://t.co/vxNANShRsf"	ya
katalogpromosi	katalogpromosi	https://t.co/K6TOBDeHuv Promo LAUNCHING MDS STORE! Dapatkan Diskon hingga Rp. 200.000 https://t.co/kySbGiuCb2	ya
iibnazili	Iib Nazili	@iibnazili BELI 3 DAPAT DISKON BERLAKUâ€¦ https://t.co/se1cpZcok6	ya
AnissaSusanto	Anissa Susanto	"dapatkan HARGA BIG DISKON!! HNYA UNTUK HARI INI SAJA!! Smpai jam 00.00 yah :), let's order :)"	ya
bo_plumpgirl	AVAIL INCLUDE JAKSEL	"Diskon untuk yang DP hari ini ya.. Eksenya besok atau lusa atau minggu depan, kalo DPnya hari uni, diskonnya tetap berlaku. Yuk ke DM ðŸ˜˜ðŸ˜˜ðŸ˜˜"	tidak
restongalam	Resto Ngalam	"Resto Ngalam Lotte Mart Bintaro, diskon 10% utk semua makanan hari Senin - Rabu jam 12.00 - 14.00 https://t.co/Td4Ohmf5vy"	ya
richard19stefan	Stefan	"@Uber_IDN halo uber, sy mau tanya.. knp kode promo diskon 15rb sy tdk bisa di aktifkan ? Mohon respondnya segera. Thx !"	tidak
taniamonicaa	tania monica	RT @legreenhotel: Booking hari ini di seluruh #legreenhotel Jakarta diskon 30% tanpa syarat | Grab it fast..https://t.co/jYg2OLvlOP https:â€¦	ya
GramediaCirebon	Gramedia Grage Mall	Hai grameds..ðŸ™Œ Libur T'lah tibaa !! yuk ke Gramedia Grage Mall Cirebon. ðŸƒðŸƒðŸƒðŸƒ Promo Diskonâ€¦ https://t.co/mbxokkwOws	ya
GilaPromoDotCom	GilaPromo	#diskon Wendys Restaurant Super Deal - Diskon Heboh 50% https://t.co/TFvDIbmoGn	ya
GilaPromoDotCom	GilaPromo	#diskon Air Asia Promo Festival Jalan-Jalan - Terbang Mulai Rp. 389.000 https://t.co/mI0mUXmzuM	ya
GilaPromoDotCom	GilaPromo	#diskon Papa Rons Monday Best Offer - Beli 1 Gratis 1 https://t.co/CnDL0EiDDO	ya
GilaPromoDotCom	GilaPromo	#diskon PHD Pizza Super Monday Madness - Beli 1 Gratis 1 Pizza Classic https://t.co/vB1yIVtrip	ya
kartudanamon	Kartu Danamon	Diskon 25% Minuman dgn @kartudanamon di Mom Milk Palmerah s/d 31-Mar-17 info 1 500 090.SKB	ya
ComPhibi	Berita Terkini	Ratusan Brand Favorit di Matahari Dept. Store Diskon HinggaÂ 50%+30% https://t.co/DYaCKJ1FMt	ya
DokterHerbalOL	DOKTER HERBAL ONLINE	"Untuk konsumen kami silahkan add line official kami dgn id ""@ dokterherbal"" (Pake @ tanpa spasi) yg order via line official kami diskon 20%."	ya
pienappy	PieNappy	"yok yg minat monggo komen dibawah gambar atau pm. ini labella stok baru lhoo jd ga ada diskon yah, boleh diskon... https://t.co/e42jDoTRbj"	tidak
feraika_	feraikaa	"Untuk para Guru & Dosen dimanapun Anda berada, serviskan motor Anda di Bengkel Resmi Honda(AHASS) & dapatkan diskonâ€¦ https://t.co/5Ax9wBX2Iq"	ya
ADIPP31	Adi Pratama Putra	Knp diskon promo saya ga bisa di aktif kan ya @Uber_IDN ?mohon penjelasannya https://t.co/P9VFfnNR7M	tidak
momnjospa	MOM N JO	RT @BiGTiVi: Pengen perawatan bayi yang fun dan menyenangkan? Yuk datang @momnjospa .. Ada diskon 10%* nih buat BiGMate. Klik : https://t.câ€¦	ya
XLSoMeBDG	XL So Me Bandung	"Nikmati promo diskon 20% ini hingga 31 Desember 2016, guys. Info lengkap klik https://t.co/Ro86XBwf0v https://t.co/AHUUM8xfTV"	ya
misteraladinID	Mister Aladin	Diskon hotel s.d 50% cuma di jam 3-4 sore WIB dari tanggal 21-27 Nov. Jangan ketinggalan! Cekâ€¦ https://t.co/yaHSxft9xP	ya
Giladiskon	Giladiskon Indonesia	"Revolusi berlanjut! Lazada Online Revolution, Traveloka diskon 72%, The Body Shop di... - https://t.co/YEtEYjjhzc"	ya
katalogpromosi	katalogpromosi	SUPERINDO Promo Super Diskon Senin sampai Kamis! Dapatkan diskon 20% untuk Aneka Ikan Segar.â€¦ https://t.co/J7GmWXeA6m	ya
Hondavipcard	Honda VIP Card	Dapatkan diskon 10% untuk setiap transaksi di 10 outlet Gado-gado Boplo. Info https://t.co/rwXlp37F3k @WahanaHonda https://t.co/QGhcERE4Tl	ya
AyuTasia_	Ayu Anastasia	Nikmati Promo of The Week booking hotel murah di Indonesia diskon s.d 67% https://t.co/6pjtSxQcgS #PromoHotel #HotelMurah #Liburan #Hotel	ya
dinimudrika	Dini Mudrika	@AulDini @LeoSimorangkir diskon utk siapo? Utk kau ul? Sejak kapan kau mesti bayar kalo ambo yg pegang?	tidak
katalogpromosi	katalogpromosi	https://t.co/TS0hYYDegG Promo Diskon hingga Rp 200.000 dengan Kartu Kredit BCA sd. 12 Desember 2016â€¦ https://t.co/GM58mj3nni	ya
orami_id	Orami Indonesia	Nikmati diskon 30% untuk semua produk favorit* dengan menggunakan kode voucher HEBOH30! *S&K berlaku https://t.co/dxIkpNiM8I	ya
AulDini	DiniAulia	@dinimudrika @LeoSimorangkir wokeehh.. etapi emang lagi diskon yoh? waahh.. kebetulan sepupu amb nak nikah. ahahhaa X'))	tidak
urcafiene	ðŸ¥	@failyein @gfrensnb @hanrassi @jsjorc @SK_Yeeun98 @twicdhyun_ @uzzuSeolaa mau beli ga sist? Dikasih diskon spesial nich	tidak
pegi_pegi	pegipegi	Bikin libur Natal & Tahun Baru kamu makin murah dengan kk & debit online Mandiri! Ada diskon ratusan ribu rupiah diâ€¦ https://t.co/i8SMZYNV7R	ya
Mufarida6	Mufarida	"Love nature Aloe Vera cocok untuk cwo cwe hrga jg terjangkau diskon hingga -30% ,info order dan member pin 7f76b84â€¦ https://t.co/aWhNzeBykX"	ya
GilaPromoDotCom	GilaPromo	#diskon Vinoti Living Early Holiday Shopping Promo - Diskon 50% https://t.co/extNhKjaZS	ya
GilaPromoDotCom	GilaPromo	#diskon Air Asia Promo Festival Jalan-Jalan - Terbang Mulai Rp. 389.000 https://t.co/a7OeXOByAG	ya
GilaPromoDotCom	GilaPromo	#diskon PHD Pizza Super Monday Madness - Beli 1 Gratis 1 Pizza Classic https://t.co/f5SW0dfR1E	ya
GilaPromoDotCom	GilaPromo	#diskon Papa Rons Monday Best Offer - Beli 1 Gratis 1 https://t.co/2FqsQJDFBj	ya
rumahmadani	Rumah Madani	"Diskon 10% - AN-AG06 Merah Cabe Dari Harga Rp. 157.000,- Jadi Rp. 147.300,- saja ^_^ Gamis cantik Alnita dengan... https://t.co/LHI5HEnr4l"	ya
bukabuku	BukaBuku.COM	#Serendipity >> https://t.co/Uxvl7h9vQI Edisi Non TTD Diskon 20% karya @eriscariani @penerbitinari https://t.co/nYl6Vhx1so	ya
DINOMARKET	DINOMARKET.com	Nikmati alunan musikmu dgn Headphone Bose Collection.Diskon Hingga Rp900 Ribu. Klik https://t.co/GmKnKSdZkDâ€¦ https://t.co/HV2QEGeF0a	ya
katalogpromosi	katalogpromosi	https://t.co/TS0hYYDegG Promo Diskon hingga Rp 200.000 dengan Kartu Kredit BCA sd. 12 Desember 2016 https://t.co/0yeCHRgoTX	ya
MeikiTasUnik	Kreasi Unik & Etnik	https://t.co/J8OwY8e3ia	tidak
modar_ko	mas	RT @icha__chachavl: ada ya orng yg udahh d ksh promo mshh bisa mnta diskon? ada banyak dan org kek gtutuhh ngeselinnya parah . banyak ngomoâ€¦	tidak
UKMKlaten	UKM Klaten	"Grosir Baju Renang Anak & Bayi #BRANDED Murah,klik https://t.co/MdsxvMbMDf HARGA MULAI 40ribuan DISKON hingga 20% Sâ€¦ https://t.co/LiaTQ2f720"	ya
AulDini	DiniAulia	@dinimudrika @LeoSimorangkir dak inget. amb cuma ngeh pas disebut mamameme diskon 10%	tidak
LinggaShakti	Lingga Right	"@optikseis pembelian tunai, apakah ada diskon?"	tidak
dinimudrika	Dini Mudrika	"@AulDini @LeoSimorangkir bang leo mau diskon? Esalah, mau nikah? Sama siapa? Sama tiang listrik? ðŸ˜‚"	tidak
gzta	"GESTA DINIARTI, S.E"	Masa-masa dimana baca kata 'Diskon/Promo' bikin gelagepan kepengen tp ternyata.....	tidak
ayooklikdotcom	ayooklik.com	" Promo Jual Rugi Otterbox Otterbox symmetry series iphone 6, diskon 19% loh * berlaku ðŸ•› 12.00 - 13.00 * hanya 15â€¦ https://t.co/o6SWJ4Rfgf"	ya
AulDini	DiniAulia	"@LeoSimorangkir @dinimudrika kamu kalo mau nikah, itu usaha nya DinMud lagi kasih diskon noh."	tidak
LeoSimorangkir	LS	@AulDini @dinimudrika oooh... Hantu diskon !! Hih !! Malu2in !! ....dimana sik ?!! :p	tidak
Giladiskon	Giladiskon Indonesia	"Smartphone & Gadget Super SALE, Diskon hingga 50%,Info--> https://t.co/5yR0OKof7S"	ya
kulinaID	Kulina	November Hujan Diskon Rp 75rb u/ semua menu di #Kulina | Cuma sampai hari ini. Buruan! #diskon #catering #Jakartaâ€¦ https://t.co/aHtCGkgLNx	ya
lazypotatou	super sambal wannabe	@unrobotic IYALAH pake go-pay pula jadi diskon 40% all hail diskonan.	tidak
tokocamzone	Tokocamzone	PROMO TOKOCAMZONE CAB. BEC BANDUNG!!! Dapatkan Diskon Rp 100.000 Setiap Pembelian Mirrorless Sony beserta Adapter!â€¦ https://t.co/iXJD0SQMy5	ya
AulDini	DiniAulia	always proud to be ur friend. pagi ini di mobil dengerin mamameme ngasih diskon 10% dari radio. ihiy~ https://t.co/Uu1mzfyYtV	tidak
binusiancard	BINUSIAN Card	"HI BINUSIAN, hanya dengan menunjukkan BINUSIAN Card Flazz kamu bisa mendapatkan diskon 43% di @SnowBayID https://t.co/j4ey5aJCpX"	ya
namjsoul	joo	sale=diskon https://t.co/fcqd5W2Uud	tidak
AlmaPutri55	almaputri	@elzattahijab di purwakarta kok ada diskon kak?	tidak
Ms_Rheia	Rheia Leanore. A	@pIincesrl HecateUks itu udh diskon msih minta beliin..ðŸ˜…	tidak
riza_fun	Mandanya Nizam H	"BISMILLAH,, HARGA BARU UNTUK RESELLER Handsock HARGA ECER 20.000 1 Lusin diskon 20% (16000) 1 Kodi diskon 25%... https://t.co/nMMzcRlCBq"	ya
kartudanamon	Kartu Danamon	Diskon 15% untuk all item dgn @kartudanamon di Bateeq Trans Studio Mall s/d 31-Jan-17 info 1 500 090.SKB	ya
Muliabantul	MULIA TOSERBA BANTUL	Dapatkan diskon dan hadiah menarik dalam pembelian susu di konter susu Mulia Toserba Bantul	ya
IrvanNandang	IG : nandang_irpan	RT @alfacartID: Hari Senin Waktu Belanja Pakai @KartuKreditBCA Dapat DISKON 15% Ketik Kode Voucher BCACART15 .Check >> https://t.co/X0shfZ7â€¦	ya
shownuish	onu	@yoonaaish kalau beli 10 +1 terus diskon 1%	tidak
Talalalili	Tralalalili	@Bukalapak_Care promo cimb niaga diskon 30rb kok belum bisa yah ?? padahal pembelian lebih dari 100rb dan mencoba metode pembayan cimb niaga	tidak
efviel	efviel	Belanja online #murah #diskon aman dan terpercaya check it now https://t.co/PzkY7NqOtE ##diskon #ollshop #shoping	tidak
katalogpromosi	katalogpromosi	SUZUYA SUPERSTORE PROMO GEBYAR ANNIVERSARY Diskon hingga 50% https://t.co/dWnM2BxuSK	ya
katalogpromosi	katalogpromosi	https://t.co/oRwAGToHp5 Promo Extra Diskon Rp 50.000 untuk Pembayaran Menggunakan KREDIVO https://t.co/LE6jWwVGBn	ya
ShoesCleanMKS	IG: ShoesCleanMks	Promo diskon 50.000 is back ! â€¢ Minimal membawa 3 pasang di seluruh outlet @shoescleanmks danâ€¦ https://t.co/qw7K9O589T	ya
iradioBJM	90.1 FM iradio BJM	"I-Listeners, yuk mampir ke @novotelbanjar ada diskon 20% untuk Spa Nanang&Galuh. info lebih lanjut lihat dibwh iniâ€¦ https://t.co/h4anjp4Yg5"	ya
viitaeh_	Mphii	@Hollyswgar diskon ea lah diskon	tidak
DiskonPlus	Exclusive Card	dapatkan diskon 10% di #seaworld #ancol #jakarta #indonesia dengan menggunakan FlipFLop Exclusive card https://t.co/PO57jcvTNU	ya
misteraladinID	Mister Aladin	"Diskon hotel s.d 50%, cashback s.d Rp1JT & potongan s.d Rp500rb tiket pesawat s.d 27 Nov. CEKâ€¦ https://t.co/eiVzV1FXtm"	ya
ryuvelis	yuziâ­	@kteviyung sedia jasa bapak penghulu kok murah diskon besok mau masalan	tidak
rika_iika	Rika Siti Sya'adah	sophie diskon 80% Tuhan tolong lindungi aku dari godaan diskon yg terkutuk. Harus nabung buat hedon di februari ðŸ˜©	tidak
gmyesaya	Yesaya A Silalahi	diskon belanja di https://t.co/JraeF6Ymxv dg menggunakan kode voucher:ZBAPZG47 #fashion #diskon #voucher #belanja	ya
GreenNitrogen	Green Nitrogen	Mau dpt diskon 50% untuk isi baru 2 ban motor atau 4 ban mobil sekaligus? Unduh aja vouchernya. GRATIS kok!â€¦ https://t.co/LIriv4pGfl	ya
mooienterprise	Mooi Net	Jual voucher game online / kode Google Play. Diskon murah. Gamers only. BBM 74843A66.	tidak
kartudanamon	Kartu Danamon	Diskon 30% Makanan dgn @kartudanamon di D'Nine Steak JL Arif Rahman Hakim s/d 31-Dec-16 info 1 500 090.SKB	ya
katalogpromosi	katalogpromosi	WATCH WORLD Plaza Senayan GRAND Opening Promo Diskon hingga 50% + cicilan 0% hingga 12 bln dgn Kartu Kredit MANDIRI https://t.co/tU6Ecpgcsi	ya
